Star,RA,Dec,Period,Method,Gaia_Dist,Calc_Dist,Dust_Av,Status
ROTSE1 J174129.59+361434.4,265.37344243851,36.24278074008,0.6495,RR_Lyrae(K),,2207.4,0.00,No Gaia Ref
SOPS   IV e-70,200.00327097164,-40.84119738259,8.0960,Cepheid(IR),,6973.6,0.00,No Gaia Ref
SV* HV  7560,145.29587600083,-29.22758139015,0.5083,RR_Lyrae(V),,2138.0,0.00,No Gaia Ref
V* V480 Cen,193.59225247773,-37.171355620060005,0.5354,RR_Lyrae(K),,2267.6,0.00,No Gaia Ref
Case  486,323.72542760197,58.60436535057,9.7571,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[KER2009] lra2a   649,102.34315906819,-4.13769603601,0.5809,RR_Lyrae(K),,2268.1,0.00,No Gaia Ref
V* LQ Nor,248.4137956133,-56.20821048117,0.8933,RR_Lyrae(K),,2109.4,0.00,No Gaia Ref
[TI98] 0713+5016,109.40102943317,50.17821158001999,14.1809,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V1361 Cen,220.16398619638,-31.988969314069998,0.7226,RR_Lyrae(V),,2128.1,0.00,No Gaia Ref
V* GQ Psc,17.17894275217,24.93610017712,18.5234,Cepheid(IR),,39560.1,0.00,No Gaia Ref
CRTS J140516.2-113313,211.31771737475,-11.55378741131,16.5947,None,,0,0.00,Processing
V* FN Lyr,287.59272463707,42.458785822180005,0.5280,RR_Lyrae(K),,2484.1,0.00,No Gaia Ref
V* V535 Cen,219.36421287126,-37.05024407823999,0.5928,RR_Lyrae(K),,2381.0,0.00,No Gaia Ref
V* UU Sco,241.88977564753,-24.05345030756,0.5763,RR_Lyrae(K),,2215.5,0.00,No Gaia Ref
TYC 7798-2845-1,207.67377725008,-42.2430047752,14.5958,Cepheid(IR),,35788.7,0.00,No Gaia Ref
V* PQ Boo,229.26324026587,53.54111379669,0.8348,RR_Lyrae(K),,3395.1,0.00,No Gaia Ref
Case  487,324.28802984635,58.49547994638,9.7627,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* HP Cam,91.63956935985,67.54997934959,9.3432,Cepheid(IR),,262.5,0.00,No Gaia Ref
V* UW Hor,51.12213650225,-48.94974641122,0.6637,RR_Lyrae(K),,2683.1,0.00,No Gaia Ref
CRTS J041321.2-383305,63.33895903781,-38.55085371935,0.5774,RR_Lyrae(K),,2366.1,0.00,No Gaia Ref
Case  324,69.02338412686,53.19987739623,8.8182,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V418 Her,263.05419548282,18.2335123826,0.6058,RR_Lyrae(K),,2389.8,0.00,No Gaia Ref
ROTSE1 J163106.63+323841.6,247.78143521155,32.64728840666999,25.1103,Cepheid(IR),,49856.6,0.00,No Gaia Ref
HE 1056-1855,164.80106677125,-19.18529274684,14.7349,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
PM J22499+1744E,342.4843024085,17.744874184650005,0.7776,RR_Lyrae(K),,834.6,0.00,No Gaia Ref
CRTS J215855.1-610907,329.7299200001588,-61.15204473914471,0.8031,RR_Lyrae(K),,2500.5,0.00,No Gaia Ref
CRTS J150132.9+144206,225.38732604483,14.701573263520002,0.6048,RR_Lyrae(V),,2108.6,0.00,No Gaia Ref
V* V356 Aqr,348.95797805302,-23.00357904705,0.5554,RR_Lyrae(K),,2349.5,0.00,No Gaia Ref
V* V1983 Cyg,318.29647186019,40.19034038429001,19.1510,Cepheid(IR),,1227.1,0.00,No Gaia Ref
V* BH Pav,278.66902891651,-65.45088789801,0.5066,RR_Lyrae(K),,2184.5,0.00,No Gaia Ref
V* U Tri,28.88092024683,33.76886009416,0.5177,RR_Lyrae(K),,2418.6,0.00,No Gaia Ref
V* SW Boo,216.89558513156,36.04569261432,0.5139,RR_Lyrae(K),,2338.1,0.00,No Gaia Ref
ASAS J064215-2217.9,100.56237731617,-22.29860551233,0.5378,RR_Lyrae(K),,2239.1,0.00,No Gaia Ref
ATO J066.0866+00.8134,66.08660582089001,0.8134956400269444,39.3473,Cepheid(IR),,63976.7,0.00,No Gaia Ref
SOPS   IV e-33,252.36163825849,-30.41543823915,7.4229,Cepheid(IR),,5963.8,0.00,No Gaia Ref
V* GI Psc,14.39249798731,7.7815182199500015,0.7346,RR_Lyrae(K),,2205.9,0.00,No Gaia Ref
V* V585 Vir,219.86402831547,-3.460163779290001,0.6017,RR_Lyrae(K),,1988.8,0.00,No Gaia Ref
ASAS J213502+1956.7,323.76089989256,19.94471304846,0.5470,RR_Lyrae(V),,2098.9,0.00,No Gaia Ref
CRTS J152426.9+062802,231.11230846596,6.46724217852,1.0854,Cepheid(IR),,5581.7,0.00,No Gaia Ref
V* V542 Ser,276.18854161563,6.09207359217,15.9988,Cepheid(IR),,35179.6,0.00,No Gaia Ref
UCAC4 653-047293,108.190285573055,40.422894294684994,15.5498,Cepheid(IR),,24011.2,0.00,No Gaia Ref
TYC 7909-1340-1,275.66793599062,-42.71399011257999,500.0000,Cepheid(IR),,364065.4,0.00,No Gaia Ref
CRTS J151954.9-192452,229.97885212799,-19.41457149345,152.8006,Cepheid(IR),,164627.8,0.00,No Gaia Ref
V* BD Dra,274.46737048121,77.29706429733,0.5893,RR_Lyrae(K),,2003.4,0.00,No Gaia Ref
BM   IV 118,151.09454923416,-53.52513425821999,13.5466,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
SOPS   II e-71,254.27718877112,-52.80998816844999,18.9418,Cepheid(IR),,9622.0,0.00,No Gaia Ref
C* 3231,35.73568413485,73.67065408676,9.0643,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Fuen C 229,260.37392477117,-40.48168748465,7.0431,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1027-2501,157.37285077408,-25.28784626432,9.9580,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 2776,295.62387301689,28.457129126250003,13.7109,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
DO 39742,323.25907943818,42.109769743250006,14.0396,Cepheid(IR),,6465.1,0.00,No Gaia Ref
Case  748,333.05565336674,46.76844757641,8.5569,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* ES Peg,338.32722709369,30.170924256699998,0.5376,RR_Lyrae(K),,1958.0,0.00,No Gaia Ref
THA 23-18,251.07442021703,-22.11344737224,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V590 Car,141.39967751249,-63.59778151951,0.5017,RR_Lyrae(K),,2437.8,0.00,No Gaia Ref
[W71b] 021-10,124.40897011365,-30.60549229274,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* AE Peg,336.83973414077,16.804640233469996,0.5009,RR_Lyrae(K),,2152.3,0.00,No Gaia Ref
V* V701 Ara,254.11882640441,-61.25091968681,0.5551,RR_Lyrae(K),,2883.2,0.00,No Gaia Ref
WORC  47,75.12826161599,-65.00446643551,15.6773,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* GS Ori,82.32264080206,3.48366290623,13.2337,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V1674 Aql,285.07012004879,-10.44339588963,0.6986,RR_Lyrae(K),,1852.7,0.00,No Gaia Ref
DJM 130,107.44976151876,0.1106058347699999,37.6310,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1425-2052,217.16477597013,-21.10132829502,14.5958,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BC    141,69.16378031534,55.37452452617,13.4246,Cepheid(IR),,597.3,0.00,No Gaia Ref
HE 0427-3712,67.33952856525,-37.10726710547,30.4020,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BM   IV 170,187.98351430533,-60.71763847033999,16.3605,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Case  323,68.32865777667,52.98351168129,4.6250,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* FM Per,60.86284251998,47.99773335557,0.5023,RR_Lyrae(K),,1099.7,0.00,No Gaia Ref
WORC 131,79.32482855692,-64.78880509583,13.2338,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1008-0636,152.65413263649,-6.853792442769999,14.9313,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BM   IV  91,131.44619810738,-47.30776113787,9.2952,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BM   IV  78,125.96356229205,-37.06361821453999,1.5963,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* BN Mon,95.491669703,7.349352541069999,13.2340,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C*  794,113.10664618661,-4.363427956390001,13.2064,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C6-46,96.60303200482,5.622373302860001,15.6407,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 0101-3819,16.02587556778,-38.05481265517,8.1848,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ASAS J080217+2131.1,120.56999131849,21.51784135573,14.5931,Cepheid(IR),,30470.6,0.00,No Gaia Ref
V* VZ Vir,201.55025757289,0.18914429352,0.5252,RR_Lyrae(K),,2465.4,0.00,No Gaia Ref
IRAS 10259-4044,157.03105705882,-40.99028022299999,19.5838,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ASAS J160906+2125.2,242.27732278186,21.42095773215,15.9952,Cepheid(IR),,38225.0,0.00,No Gaia Ref
SB 396,14.84813334493,-15.94316138429,1.0514,Cepheid(IR),,6461.5,0.00,No Gaia Ref
Case  138,101.76601851316,0.5905901256200001,13.2341,Cepheid(IR),,725.7,0.00,No Gaia Ref
ASAS J183952-3200.9,279.96639744397,-32.01516460541,1.3358,Cepheid(IR),,5927.5,0.00,No Gaia Ref
2MASS J21414953+6634099,325.45633298764,66.56950672413,2.6486,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* FF Lyn,122.00950043536,53.65853437633,0.5748,RR_Lyrae(K),,2168.3,0.00,No Gaia Ref
V* BS Com,203.66337511209,24.2772291918,0.5041,RR_Lyrae(V),,2079.7,0.00,No Gaia Ref
ASAS J032438-2334.7,51.16017292784001,-23.57848553213,0.6308,RR_Lyrae(K),,2544.2,0.00,No Gaia Ref
V* UW Gru,335.05471178436,-54.55801518449,0.5473,RR_Lyrae(K),,3133.4,0.00,No Gaia Ref
ASAS J081452+1151.8,123.71629285603,11.86370976971,0.5257,RR_Lyrae(K),,2298.5,0.00,No Gaia Ref
CRTS J134446.2-450536,206.19300305475,-45.09339100161,14.5958,Cepheid(IR),,40735.4,0.00,No Gaia Ref
V* V360 CMa,93.7816340608,-14.91788123779,0.6663,RR_Lyrae(V),,2070.1,0.00,No Gaia Ref
V* AE Dra,276.778102026,55.49243726245,0.6035,RR_Lyrae(K),,2215.2,0.00,No Gaia Ref
C*  241,72.01872532958,44.28113547109001,15.1759,Cepheid(IR),,7941.3,0.00,No Gaia Ref
V* CS Ser,232.15138834373,3.0898845290499994,0.5258,RR_Lyrae(K),,2111.0,0.00,No Gaia Ref
V* V432 Vir,194.04417265385,-11.2950243688,0.5972,RR_Lyrae(K),,2196.2,0.00,No Gaia Ref
ASAS J214707-1856.8,326.77736459513,-18.94675622271,0.8020,RR_Lyrae(K),,2418.5,0.00,No Gaia Ref
NSV  1549,64.45474848363,-48.00886166834,0.5753,RR_Lyrae(V),,2060.6,0.00,No Gaia Ref
V* XY UMi,214.4820441216,71.68541114983,0.6531,RR_Lyrae(K),,3297.5,0.00,No Gaia Ref
V* V1025 Sgr,282.8638109228,-15.86494344206,0.5791,RR_Lyrae(K),,1706.2,0.00,No Gaia Ref
FASTT 1098,268.22079354459,-1.04950592894,0.5139,RR_Lyrae(K),,7799.9,0.00,No Gaia Ref
NSVS   2468182,130.29888891642167,63.841451398361954,0.5066,RR_Lyrae(V),,2051.2,0.00,No Gaia Ref
[W71b] 009-06,117.45798493154004,-30.336335414459995,16.8528,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J123437.7-445341,188.6569287725,-44.89471290379,12.7697,None,,0,0.00,Processing
ASAS J040500-4457.1,61.24916087834,-44.95171066511,0.5672,RR_Lyrae(V),,2051.2,0.00,No Gaia Ref
V* BO Gru,346.7443253195,-43.91068561955,4.6028,Cepheid(IR),,20281.8,0.00,No Gaia Ref
V* V568 Cas,19.30615013875,74.85552431349,0.5151,RR_Lyrae(K),,1453.9,0.00,No Gaia Ref
[DCD2013] CSS J212304.5+065726,320.76898456828167,6.957464299743889,0.5391,RR_Lyrae(K),,2510.5,0.00,No Gaia Ref
ASTEP V-0336,263.61988667153,-57.99175317318,14.8577,Cepheid(IR),,29761.2,0.00,No Gaia Ref
V* V552 Hya,183.02548844446,-26.21339025917,15.2004,Cepheid(IR),,46833.6,0.00,No Gaia Ref
ASAS J201641+1709.5,304.17222696154,17.157181823850003,0.6177,RR_Lyrae(K),,2024.4,0.00,No Gaia Ref
V* V671 Cen,205.04042912559,-37.44111250346,0.7809,RR_Lyrae(K),,2421.9,0.00,No Gaia Ref
BM   IV   3,110.53419071581,-19.411209540980003,5.1836,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J190712.9-520546,286.80420978176,-52.09616948589,0.5253,RR_Lyrae(V),,2041.7,0.00,No Gaia Ref
ASAS J053628-3837.0,84.11781915279,-38.6165333776,40.1128,None,,0,0.00,Processing
SOPS   IV e-87,149.67008770658,-45.46048439751,4.2382,Cepheid(IR),,5386.2,0.00,No Gaia Ref
V* DD Boo,222.83364972596,23.5416704713,0.6094,RR_Lyrae(K),,2841.6,0.00,No Gaia Ref
CRTS J111343.2-442553,168.43106260662,-44.43045906512,0.6447,RR_Lyrae(V),,2032.4,0.00,No Gaia Ref
CRTS J121553.3-515727,183.97179044996,-51.95784066381,9.9436,Cepheid(IR),,22072.2,0.00,No Gaia Ref
C*  547,99.66399225312,-0.8257509521300002,15.0677,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 2242,231.19284028463,-49.15576516528001,13.5692,Cepheid(IR),,6722.0,0.00,No Gaia Ref
CRTS J024814.3-543515,42.0593403386,-54.5870377759,0.5826,RR_Lyrae(V),,2032.4,0.00,No Gaia Ref
V* BO Tau,64.18811145974,26.36873996374,500.0000,Cepheid(IR),,339876.6,0.00,No Gaia Ref
CRTS J004323.9+095107,10.84964770904,9.851992696610004,0.5499,RR_Lyrae(V),,2023.0,0.00,No Gaia Ref
ROTSE1 J174134.61+411059.7,265.39416206158,41.18304482524999,17.6297,Cepheid(IR),,40256.3,0.00,No Gaia Ref
ATO J291.5481+36.0501,291.5482262946799,36.05010051501,0.7437,RR_Lyrae(K),,2520.4,0.00,No Gaia Ref
V* HO Hya,221.50338289778,-28.85966281959,0.6315,RR_Lyrae(V),,2023.0,0.00,No Gaia Ref
V* V504 Sgr,272.55968677756,-16.01225667387,0.5139,RR_Lyrae(K),,1471.9,0.00,No Gaia Ref
CRTS J205047.9-243623,312.69999788622,-24.60617199758,0.6525,RR_Lyrae(V),,2023.0,0.00,No Gaia Ref
SOPS    I e-5,267.49057565586,-61.66031637032,5.4525,Cepheid(IR),,4733.5,0.00,No Gaia Ref
V* QX UMa,146.88596339172,51.45667251286,0.5201,RR_Lyrae(K),,2386.2,0.00,No Gaia Ref
[DCD2013] CSS J212348.8-073205,320.95349425764994,-7.534833147139998,0.7975,RR_Lyrae(K),,2371.5,0.00,No Gaia Ref
HE 1514-0207,229.16210071904,-2.30922620996,11.9770,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Case  602,100.5440008766,-4.16589221461,25.7857,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
IRC +60393,349.00982215501,62.35519721875001,15.4815,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* SW Aps,219.67009520053,-71.31256098085,2.5391,Cepheid(IR),,1846.0,0.00,No Gaia Ref
NSV  9477,265.66933083579,-64.61424706092,15.0581,Cepheid(IR),,31712.7,0.00,No Gaia Ref
Case  638,305.92831397911,31.25557118063,9.6990,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* GS Hya,213.91494328204,-25.665994647360005,0.5239,RR_Lyrae(K),,2273.9,0.00,No Gaia Ref
Case  205,303.01319275126,34.01889067807001,500.0000,Cepheid(IR),,5590.6,0.00,No Gaia Ref
FBS 0910+197,138.382789208,19.57297847197,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ASAS J233951-1644.4,354.96394347774,-16.740321917430002,0.6413,RR_Lyrae(K),,2598.3,0.00,No Gaia Ref
ASAS J032439-0209.5,51.16081606227,-2.15905695589,0.5551,RR_Lyrae(K),,2191.2,0.00,No Gaia Ref
V* V2239 Sgr,302.29028824139994,-41.82549168909999,32.4373,Cepheid(IR),,83929.0,0.00,No Gaia Ref
HE 1259-2550,195.64752593031,-26.11375579027,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C7-9,289.42857882848,26.26853045765,4.5806,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CD-34   652,24.87975063674,-33.37288484971,500.0000,None,,0,0.00,Processing
C* 3290,198.73714124432,-63.18889128573001,3.9267,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J075249.8-470143,118.20787938230004,-47.02846264439,0.5594,RR_Lyrae(V),,1995.3,0.00,No Gaia Ref
Case  224,317.18754761316995,47.40239411794,14.0395,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 3257,83.71256013561,46.18847898997001,17.3217,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 2145-0141,326.95126887054,-1.4640890433,17.5506,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 0919+0200,140.55445052207,1.7988279233100002,6.7367,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J063815.4-345003,99.56507796783,-34.83381327490999,0.6543,RR_Lyrae(V),,1995.3,0.00,No Gaia Ref
V* EU Mon,105.33427651547,-5.52919841892,14.8082,Cepheid(IR),,819.7,0.00,No Gaia Ref
C* 3258,83.71871287679,43.64831452133,17.3879,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V550 Peg,343.34613001038,8.768529316230001,0.5064,RR_Lyrae(K),,2999.8,0.00,No Gaia Ref
IRAS 09425-6040,146.00696139007,-60.907121984670006,13.6233,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
IRAS 05013+1128,76.02046235311,11.54660833724,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J105938.2-253712,164.90938742241,-25.62003073843,19.8401,None,,0,0.00,Processing
Kiso C6-19,94.50240609035,3.73940974843,13.2339,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 1645,153.86812819571,-54.03326304194999,13.6233,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V1640 Ori,79.34169764807,10.30794532816,500.0000,Cepheid(IR),,271957.8,0.00,No Gaia Ref
Kiso C4-3,274.96683630256,5.130936909380001,21.1066,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[M81] II-1,102.98922885988,-14.867354542290006,13.2341,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ROTSE1 J172356.74+174418.4,260.98637843265,17.73890646846,30.1033,Cepheid(IR),,54622.5,0.00,No Gaia Ref
V* UU Hya,144.1240455358,4.1112296648,0.5233,RR_Lyrae(K),,2128.8,0.00,No Gaia Ref
V* V1124 Her,256.13693023383,14.442407378580002,0.5498,RR_Lyrae(K),,1901.7,0.00,No Gaia Ref
Kiso C7-19,291.37092293636,22.45638431835,6.2588,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BM   IV 104,141.7290418151,-51.61358218477,6.4746,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ATO J316.9412+28.6911,316.94115264917,28.69115092257,14.0396,Cepheid(IR),,26064.0,0.00,No Gaia Ref
ASAS J181215-5206.9,273.0624922905712,-52.11518893109612,0.8387,RR_Lyrae(V),,1986.1,0.00,No Gaia Ref
V* GO Hya,133.72290860508,6.43687894831,0.6371,RR_Lyrae(K),,1941.6,0.00,No Gaia Ref
CRTS J035657.4-544623,59.23911015382001,-54.77290503563,0.7251,RR_Lyrae(K),,2770.5,0.00,No Gaia Ref
V* CZ Phe,359.09073890924,-53.48942782101,0.5674,RR_Lyrae(K),,2826.9,0.00,No Gaia Ref
ASAS J043641-0440.2,69.16996034686,-4.670658552620001,0.6308,RR_Lyrae(K),,2310.7,0.00,No Gaia Ref
Case  575,82.90603523491001,23.55184431952,4.5381,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* QR Pav,293.91664412295,-61.32184682571,0.6330,RR_Lyrae(K),,2353.2,0.00,No Gaia Ref
CRTS J030015.4-045941,45.06415662093,-4.99503480245,500.0000,None,,0,0.00,Processing
SOPS   IV e-99,220.63144275672,-48.06368601931,2.0115,Cepheid(IR),,2277.1,0.00,No Gaia Ref
CRTS J093240.6+422108,143.16946522426,42.35231443725,14.0678,Cepheid(IR),,33737.8,0.00,No Gaia Ref
V* DL Her,260.09357587485994,14.510729241740004,0.5913,RR_Lyrae(K),,1876.2,0.00,No Gaia Ref
CRTS J030433.5-415738,46.13970710184,-41.96086976802,22.0237,Cepheid(IR),,44053.7,0.00,No Gaia Ref
CRTS J225807.4-403320,344.530609870922,-40.55523559319916,500.0000,Cepheid(IR),,366162.2,0.00,No Gaia Ref
V* FY Hya,208.39770627416,-29.5802406341,0.6374,RR_Lyrae(K),,2346.8,0.00,No Gaia Ref
V* SW Ret,52.0840389931,-64.97723866661,1.3828,Cepheid(IR),,6989.3,0.00,No Gaia Ref
V* V378 Per,58.75511353734,32.59392949560999,16.7973,Cepheid(IR),,27742.9,0.00,No Gaia Ref
V* DG Boo,229.5084642062,46.70157317061,24.9282,Cepheid(IR),,45251.2,0.00,No Gaia Ref
ASAS J131102-3909.8,197.75860835779,-39.16273415804,0.5698,RR_Lyrae(K),,2863.9,0.00,No Gaia Ref
C*  516,97.20815359177,16.8266214342,6.7304,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J205845.5-285818,314.68943834028994,-28.97172984798,5.2958,None,,0,0.00,Processing
ROTSE1 J181008.88+343657.0,272.53705728059,34.61593159121,0.5850,RR_Lyrae(K),,2308.3,0.00,No Gaia Ref
V* SZ Leo,165.4035316254,8.16558229566,0.5351,RR_Lyrae(K),,1882.9,0.00,No Gaia Ref
V* V745 Aql,299.84795137731,-1.9641126788,7.2867,Cepheid(IR),,541.6,0.00,No Gaia Ref
TYC 3700-313-1,40.457020209990006,52.593501751560005,0.5064,RR_Lyrae(K),,2189.3,0.00,No Gaia Ref
ATO J315.1408-03.7598,315.14088316732,-3.75980355365,0.5821,RR_Lyrae(V),,1949.8,0.00,No Gaia Ref
ASAS J014312-2342.5,25.80240498204,-23.70750954072,500.0000,Cepheid(IR),,377417.0,0.00,No Gaia Ref
ASAS J102103-1357.2,155.25996888057,-13.9529416485,0.6653,RR_Lyrae(K),,2277.9,0.00,No Gaia Ref
ASAS J045426-6626.2,73.61054507421,-66.43692630218,0.6102,RR_Lyrae(K),,2254.4,0.00,No Gaia Ref
ATO J303.7469+04.9154,303.7469576392067,4.915498663735001,0.5871,RR_Lyrae(K),,2123.3,0.00,No Gaia Ref
ASAS J213849-0959.2,324.70443147964,-9.98628292004,14.3898,Cepheid(IR),,34376.3,0.00,No Gaia Ref
V* SU Lup,236.71494105566,-38.01139058148,0.5770,RR_Lyrae(K),,1945.9,0.00,No Gaia Ref
Case  463,305.7383149156099,47.62096370823,8.5512,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ASAS J230724-1818.1,346.84841736376995,-18.302085345,0.5005,RR_Lyrae(K),,2328.7,0.00,No Gaia Ref
V* LR Eri,60.04484742091,-19.826982045310004,0.6015,RR_Lyrae(K),,2286.3,0.00,No Gaia Ref
Case  222,316.79037430806,49.911304167980006,11.3527,Cepheid(IR),,930.6,0.00,No Gaia Ref
ASAS J062838-3848.5,97.15817241782,-38.80748889819,0.5007,RR_Lyrae(V),,1932.0,0.00,No Gaia Ref
CRTS J090246.2-340556,135.69324576184,-34.09946457791,23.4693,None,,0,0.00,Processing
ASAS J231209-1855.4,348.03809825794,-18.9239457453,60.1573,Cepheid(IR),,103412.9,0.00,No Gaia Ref
CRTS J203156.2-362713,307.98414644083,-36.45326136154001,500.0000,Cepheid(IR),,353078.8,0.00,No Gaia Ref
NSVS   1633418,11.74533168023,65.72275584469,0.6943,RR_Lyrae(K),,894.0,0.00,No Gaia Ref
ASAS J030534-3116.1,46.39410477186,-31.26873222441999,0.5013,RR_Lyrae(V),,1932.0,0.00,No Gaia Ref
ASAS J221052-5508.0,332.71733337769,-55.13309000159,0.8848,RR_Lyrae(K),,2800.5,0.00,No Gaia Ref
V* V660 And,351.9669864945199,44.90414222126,0.7644,RR_Lyrae(K),,2079.8,0.00,No Gaia Ref
C*  475,93.94082060505,-1.7801449677300003,13.2339,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* IM Leo,158.47068843274,19.259625094419995,0.5038,RR_Lyrae(K),,1710.9,0.00,No Gaia Ref
Flo 165,11.233108263920002,-73.88069786046,0.7314,RR_Lyrae(K),,2432.7,0.00,No Gaia Ref
C*  927,118.07520985266,-17.82279643637,7.9367,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* GZ Tel,294.19198816282,-50.79451902488,0.5176,RR_Lyrae(K),,2123.9,0.00,No Gaia Ref
V* BC Vir,200.58808044568,5.886370394079999,0.5648,RR_Lyrae(K),,2040.7,0.00,No Gaia Ref
V* AN Vel,121.54117527578,-43.66466151777,0.5779,RR_Lyrae(K),,2457.2,0.00,No Gaia Ref
V* RW Ari,34.01548142112,17.53302669921,22.3366,Cepheid(IR),,35567.7,0.00,No Gaia Ref
ASAS J193538-7409.9,293.90832932473995,-74.16535071987,43.2341,None,,0,0.00,Processing
V* AN Leo,170.8436558072,6.6347792652,0.5718,RR_Lyrae(K),,1997.4,0.00,No Gaia Ref
OGLE GD-RRLYR-4066,225.64587664794,-53.57392308953,0.6348,RR_Lyrae(V),,1911.6,0.00,No Gaia Ref
[W71b] 022-02,121.31937669810002,-42.19041231372,13.2068,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 2889,304.29189074915,52.508722415570006,14.4652,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 047-16,143.5953326663,-51.99776832191,15.2740,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 106-03,230.97847018361,-59.51515079486,18.9415,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 096-04,219.42252714704,-61.43005840682,15.8120,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 084-09,198.40338388467,-63.73740755887,21.5789,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 076-03,182.96058118567,-64.66087263703,18.6108,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 071-08,176.09552858375,-61.68672733105,20.9265,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 006-10,114.55493862202,-30.304056191730005,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 057-05,153.19699150424,-61.33241058338,15.2620,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 057-03,153.08662268132,-60.59244810326,20.1603,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 046-05,142.93108073762,-48.42151534448001,11.1053,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 045-11,140.14116886173,-54.14737043423,15.2740,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 042-01,136.9556509244,-43.70429671118999,10.0542,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
