name,ra,dec,sp_type,v_mag,parallax,dist_ref,dist_ref_err,period,M_calc,dist_pl,abs_error,rel_error
CRTS J194005.8-292412,295.02455838522,-29.403420264950004,RRAB/BL,13.44,0.2581,3874.47,223.67,0.547946,-0.151,5227.43,1352.96,34.92
CRTS J125758.2-363643,194.49290981638,-36.61140715767,RRAB,13.44,0.2565,3898.64,212.79,0.63299,-0.269,5517.25,1618.61,41.52
CRTS J171806.3+134713,259.52660340475995,13.78729000885,RRC,13.44,0.2774,3604.9,183.23,0.2793365,0.396,4063.05,458.15,12.71
CRTS J113208.8-341025,173.03661676203,-34.1741942517,RRC,13.44,0.2674,3739.72,218.17,0.297,0.346,4157.3,417.58,11.17
V* V348 UMa,178.49728986819,55.24320970035999,RRAB,13.44,0.2099,4764.17,320.03,0.59307,-0.216,5384.45,620.28,13.02
V* BS Sex,162.00207465864,-5.509055053849999,RRAB,13.44,0.3089,3237.29,200.17,0.60462,-0.231,5423.44,2186.15,67.53
CRTS J170908.8-692503,257.28642245639,-69.41776849279,RRC,13.44,0.2265,4415.01,265.1,0.398572,0.107,4640.76,225.75,5.11
CRTS J201832.4-213424,304.63465175646,-21.57385860106,RRAB,13.44,0.2547,3926.19,336.05,0.5567266,-0.164,5258.6,1332.41,33.94
CRTS J060730.0-270511,91.87453718727583,-27.08649616836028,RRC,13.441,0.0694,14409.22,20264.27,0.263352,0.444,3976.31,-10432.91,-72.4
OGLE SMC-RRLYR-3843,10.90122372052,-68.72558995816,RRAB,13.445,0.2471,4046.94,208.0,0.6836193,-0.331,5691.42,1644.48,40.64
CRTS J191941.6-443402,289.9230931722191,-44.56683739564029,RRC,13.445,0.3354,2981.51,135.12,0.2470985,0.495,3889.86,908.35,30.47
CRTS J185943.0-480056,284.92868617947,-48.01609127440111,RRC,13.449,0.1982,5045.41,386.93,0.312754,0.304,4256.04,-789.37,-15.65
V* AI Tau,57.08259806078,20.33546329075,RRAB,13.45,0.1996,5010.02,512.05,0.5685517,-0.181,5324.56,314.54,6.28
CRTS J204603.9-103511,311.51663301455,-10.586672890290002,RRC,13.45,0.2291,4364.91,295.31,0.32409,0.275,4315.08,-49.83,-1.14
V* PW Boo,231.80963767155,34.24787527686,RRAB,13.45,0.2366,4226.54,280.46,0.595212,-0.219,5416.61,1190.07,28.16
V* IV Hya,140.58584265823,-13.64693419838,RRAB,13.45,0.2584,3869.97,292.04,0.5322524,-0.128,5194.79,1324.82,34.23
V* EQ Hya,193.21968826564,-25.310548400450003,RRAB,13.45,0.2842,3518.65,248.86,0.51997,-0.109,5149.63,1630.98,46.35
ATO J187.0218-05.9988,187.02191344249,-5.99883999819,RRAB,13.45,0.2663,3755.16,238.31,0.5062978,-0.087,5098.56,1343.4,35.77
NSVS   9407202,66.2507054432,11.244100094620002,RRAB,13.45,0.3117,3208.21,174.97,0.598285,-0.223,5427.05,2218.84,69.16
CRTS J130443.2+125540,196.18015643468,12.927813260960002,RRC,13.45,0.2892,3457.81,204.46,0.321636,0.281,4302.83,845.02,24.44
ATO J233.6060+25.0889,233.60603860562,25.08899054361,RRC,13.45,0.2813,3554.92,224.95,0.287908,0.371,4128.2,573.28,16.13
V* CK Aps,250.52704268434,-74.21752909994,RRAB,13.45,0.2548,3924.65,198.7,0.6236395,-0.257,5511.95,1587.3,40.44
V* V1162 Her,244.25204660643004,10.29107401433,RRAB/BL,13.45,0.2953,3386.39,196.1,0.5479284,-0.151,5251.49,1865.1,55.08
V* SV Boo,218.5264709383,39.10918541666,RRAB,13.45,0.2866,3489.18,164.35,0.5814423,-0.2,5369.4,1880.22,53.89
V* BW Hya,189.36993891015,-29.936613992780003,RRAB,13.45,0.2636,3793.63,394.33,0.4769682,-0.039,4986.03,1192.4,31.43
CRTS J105537.5-294439,163.90679102168,-29.74422230792999,RRAB,13.45,3.3449,298.96,4.52,0.49919,-0.076,5071.68,4772.72,1596.44
V* V1045 Cas,10.18195833238,76.98032753059,RRAB,13.45,0.499,2004.01,54.22,0.45746,-0.005,4908.76,2904.75,144.95
NSVS  17295263,327.57460781268003,-20.89797050629,RRAB/BL,13.454,0.2178,4591.37,425.83,0.686087,-0.334,5722.76,1131.39,24.64
ASAS J064615-4319.2,101.56190092976458,-43.320067238788056,RRC/BL,13.455,0.2858,3498.95,134.67,0.318576,0.289,4297.36,798.41,22.82
BPS CS 22171-0002,28.98953667347001,-12.47011816312,RRC,13.46,0.1917,5216.48,519.74,0.310237,0.311,4264.75,-951.73,-18.24
CRTS J201755.4-372258,304.48096322907,-37.38252644059,RRAB,13.46,0.2292,4363.0,298.86,0.6264859,-0.26,5546.83,1183.83,27.13
CRTS J213522.5-220040,323.84301354299,-22.01228296562,RRC,13.46,0.2124,4708.1,412.29,0.28085,0.391,4108.94,-599.16,-12.73
V* V350 Vir,174.9303799724,9.13590834825,RRAB,13.46,0.3424,2920.56,177.42,0.6505,-0.291,5625.41,2704.85,92.61
ASAS J151059-4004.9,227.74607324144,-40.08200146896,RRAB,13.46,0.2834,3528.58,278.9,0.600614,-0.226,5460.03,1931.45,54.74
2MASS J10012958+1151315,150.37326783849,11.85879251355,RRAB,13.46,3.0599,326.81,1.82,0.516035,-0.103,5158.72,4831.91,1478.51
V* CF Hya,190.74230168958,-28.93489810356,RRAB,13.46,0.3693,2707.83,332.89,0.59120615,-0.213,5427.88,2720.05,100.45
CRTS J105927.8-142400,164.86633463949,-14.40000485612,RRC,13.46,0.2199,4547.52,376.38,0.426181,0.053,4802.51,254.99,5.61
CRTS J195141.2-491216,297.92219065487,-49.20442149122001,RRC,13.46,0.261,3831.42,221.66,0.320378,0.284,4316.36,484.94,12.66
V* VY Boo,222.43709495787,24.4862741783,RRAB,13.46,0.2226,4492.36,411.7,0.66172126,-0.305,5661.51,1169.15,26.03
V* EL Cep,326.59384437228,69.1853224161,RRAB,13.46,0.612,1633.99,42.99,0.4166275,0.071,4761.96,3127.97,191.43
CRTS J200645.3-341305,301.68869382433,-34.21858947462,RRAB,13.46,0.2476,4038.77,280.56,0.66801,-0.312,5681.58,1642.81,40.68
ATO J342.9026+40.8114,342.90258211959383,40.81141578571388,RRC,13.464,0.2244,4456.33,276.04,0.40701,0.09,4729.25,272.92,6.12
V* UU Mic,310.2918100661,-39.138080957110006,RRAB,13.47,0.3195,3129.89,251.76,0.5223108,-0.113,5206.02,2076.13,66.33
V* EN Lyn,131.52932839686,38.04796971251,RRAB,13.47,0.257,3891.05,252.84,0.6251465,-0.258,5567.97,1676.92,43.1
V* UW Mon,105.91557209138,-0.19189277998,RRAB,13.47,0.4346,2300.97,85.24,0.5823617,-0.201,5422.28,3121.31,135.65
CRTS J171029.7+054642,257.62396724051,5.778282887769999,RRC,13.47,0.2454,4074.98,310.52,0.324076,0.275,4354.94,279.96,6.87
CRTS J055838.9-062908,89.66251298653,-6.48573604282,RRC,13.47,0.5738,1742.77,56.19,0.2997322,0.339,4229.59,2486.82,142.69
V* IZ Leo,166.39836274346,15.63638008036,RRAB,13.47,0.2469,4050.22,244.42,0.59224,-0.215,5456.5,1406.28,34.72
CRTS J093158.2-191130,142.99253427502,-19.19169201627,RRAB,13.47,0.2861,3495.28,177.15,0.64029,-0.278,5618.04,2122.76,60.73
CRTS J103755.8+540219,159.4825563216,54.03854833322,RRD,13.47,1.5906,628.69,17.31,0.2908649,0.363,4182.35,3553.66,565.25
ATO J261.8170+57.5548,261.81707888888,57.55481482359999,RRAB,13.47,0.1468,6811.99,645.0,0.447362,0.013,4913.0,-1898.99,-27.88
CRTS J155836.9-314540,239.6536464171,-31.76163415796,RRAB/BL,13.47,0.3339,2994.91,156.97,0.544674,-0.147,5288.29,2293.38,76.58
CRTS J110010.1+165359,165.04257929665,16.90021252426,RRC,13.47,0.2284,4378.28,460.06,0.505522,-0.086,5142.79,764.51,17.46
V* V482 Ser,238.04607707071,-0.93941072207,RRAB,13.47,0.3017,3314.55,184.57,0.625956,-0.26,5570.67,2256.12,68.07
CRTS J110440.2-301022,166.16844441103,-30.17362518378,RRC,13.472,0.242,4132.23,251.01,0.283974,0.382,4148.84,16.61,0.4
OGLE SMC760.14.000002,354.44300081229,-73.90612990823,RRAB,13.476,0.2673,3741.11,200.14,0.5379828,-0.137,5278.46,1537.35,41.09
CRTS J071404.8-363725,108.52059217294,-36.623441291678056,RRC,13.477,0.8338,1199.33,115.21,0.340397,0.235,4450.03,3250.7,271.04
[DCD2013] CSS J140322.2+075821,210.8427562562292,7.972675218601944,RRAB,13.477,0.2294,4359.2,302.14,0.4960421,-0.071,5123.0,763.8,17.52
CRTS J152549.4-322357,231.45534458236537,-32.39870244076777,RRC,13.48,0.2567,3895.6,367.25,0.346924,0.22,4487.95,592.35,15.21
CRTS J055935.1-082641,89.89669364994,-8.445058116349998,RRC,13.48,0.7906,1264.86,28.96,0.297346,0.345,4236.43,2971.57,234.93
NSVS  16185843,223.83159949755,-17.085911718640002,RRAB,13.48,0.3345,2989.54,160.87,0.4624504,-0.014,4997.29,2007.75,67.16
CRTS J004712.3+263439,11.80149119404,26.57762097097,RRC,13.48,0.2244,4456.33,397.18,0.3382492,0.24,4445.64,-10.69,-0.24
BPS BS 16551-0061,229.76366435041,-8.49507926218,RRC,13.48,0.2839,3522.37,235.73,0.30376,0.328,4270.38,748.01,21.24
NSV 13797,324.28021907465,-61.30302643697001,RRAB,13.48,0.3043,3286.23,191.15,0.4504533,0.008,4948.4,1662.17,50.58
CRTS J131629.2-410407,199.12212927883,-41.06820987171,RRAB,13.48,0.2473,4043.67,259.99,0.83657,-0.495,6237.58,2193.91,54.26
CRTS J202210.7-451850,305.54502908417,-45.31376797283999,RRC,13.48,0.2395,4175.37,310.32,0.32715,0.267,4390.51,215.14,5.15
CRTS J204807.7-253457,312.0321702164599,-25.582743679779995,RRAB,13.48,0.2662,3756.57,232.85,0.497511,-0.073,5135.75,1379.18,36.71
CRTS J162055.7-153015,245.23224495333,-15.504561303949998,RRAB,13.48,0.2956,3382.95,260.93,0.48223343,-0.048,5076.19,1693.24,50.05
ZTF J175239.88+483702.0,268.16626093803,48.61725960746,RRAB,13.48,0.2424,4125.41,207.63,0.5902989,-0.212,5474.96,1349.55,32.71
V* FU Vir,189.60953880244,13.01599679324,RRAB,13.48,0.34,2941.18,179.07,0.5742821,-0.19,5418.92,2477.74,84.24
ATO J309.7108-09.7655,309.71086057164,-9.76549347233,RRAB,13.48,0.2001,4997.5,506.99,0.5986314,-0.223,5503.74,506.24,10.13
CRTS J165457.0+100507,253.73774598616,10.085266924580004,RRD,13.48,0.2562,3903.2,268.14,0.377823,0.15,4633.46,730.26,18.71
V* V385 Lup,236.19900530324003,-33.92621724429,RRAB,13.48,0.2889,3461.41,240.82,0.585579,-0.205,5458.55,1997.14,57.7
V* V1429 Oph,256.81312992609,5.25227225525,RRAB,13.48,0.3133,3191.83,213.94,0.3650961,0.178,4574.46,1382.63,43.32
V* DL Com,188.58926911719,16.12867629426,kA1hA2mA3,13.48,0.2968,3369.27,454.08,0.4321071,1.729,2239.94,-1129.33,-33.52
LAMOST J045823.04+214124.0,74.59649618148,21.69109338423,kA1hA3mA6,13.48,0.3698,2704.16,193.78,0.423623,1.746,2222.24,-481.92,-17.82
V* BR Cas,20.4157460819,65.61435081045,RRAB,13.48,0.6965,1435.75,31.54,0.6082776,-0.236,5536.74,4100.99,285.63
ATO J293.0305-19.1825,293.03061208968336,-19.182446559394723,RRC,13.483,0.2784,3591.95,193.53,0.32989,0.261,4410.32,818.37,22.78
CRTS J101238.4-203609,153.16039267272376,-20.60248716871389,RRC,13.483,0.2371,4217.63,254.37,0.324945,0.273,4385.48,167.85,3.98
UCAC4 211-007050,87.21372202621085,-47.952697583519175,RRAB,13.483,0.228,4385.96,194.29,0.8690651,-0.526,6335.86,1949.9,44.46
ASAS J193830-2738.9,294.62511766192,-27.64799494565,RRAB,13.486,0.2484,4025.76,262.55,0.6953234,-0.345,5836.84,1811.08,44.99
OGLE GD-RRLYR-791,126.45441760082,-49.69598603496999,RRC,13.489,2.0525,487.21,2.94,0.34319,0.229,4488.38,4001.17,821.24
V* V2229 Sgr,301.35989319778,-42.62498022586,RRAB,13.49,0.2321,4308.49,478.93,0.614284,-0.244,5582.77,1274.28,29.58
NSVS  18479043,162.35013288016,-28.20804823015,RRAB/BL,13.49,0.344,2906.98,157.18,0.574553,-0.19,5444.89,2537.91,87.3
CRTS J215150.0+165753,327.95855903793,16.96478581474,RRD,13.49,0.805,1242.24,28.24,0.401046,0.102,4759.86,3517.62,283.17
V* V584 Cen,180.58077863096,-38.77298608731,RRAB,13.49,0.2907,3439.97,269.8,0.4590368,-0.008,5006.46,1566.49,45.54
ASAS J211737+0011.8,319.40298563976,0.1977116557499999,RRAB/BL,13.49,0.3203,3122.07,178.38,0.489135,-0.059,5126.8,2004.73,64.21
ASTEP V-0654,259.68881440263,-58.97347709824,RRC,13.49,0.2308,4332.76,274.08,0.29975,0.338,4268.82,-63.94,-1.48
FBS 0328+390,52.88994514431,39.24721665238,C-N,13.49,0.0586,17064.85,5241.76,282.326,-3.902,30081.56,13016.71,76.28
V* V375 Per,51.7137148144,40.216515353770006,RRAB,13.49,0.3337,2996.7,197.57,0.546074,-0.149,5342.35,2345.65,78.27
Cl* NGC 6121    SAW V41,245.91452787493,-26.56663978738,RRC:,13.49,0.4979,2008.44,69.78,0.2517419,0.48,3999.05,1990.61,99.11
ROTSE1 J180624.07+522856.8,271.59536797135,52.4822379531,RRAB/BL,13.49,0.2203,4539.26,230.78,0.58686,-0.207,5488.22,948.96,20.91
CRTS J060236.6-060339,90.65286863034,-6.060781319990001,RRC,13.49,0.6362,1571.83,46.94,0.3850372,0.135,4687.9,3116.07,198.24
V* UU Equ,315.65028912706,6.58348455886,RRC,13.49,0.2877,3475.84,193.3,0.356164,0.198,4553.2,1077.36,31.0
CRTS J110529.2-375447,166.37174003685,-37.91313848114,RRAB,13.49,0.052,19230.77,8284.02,0.79005,-0.449,6133.7,-13097.07,-68.1
V* EY Lyn,121.08976376113,48.346815979480006,RRAB,13.49,0.2889,3461.41,184.51,0.5753588,-0.191,5447.75,1986.34,57.39
OGLE SMC-RRLYR-6654,17.95167182304,-63.92258633499,RRC|EC|ELL,13.494,0.2063,4847.31,258.46,0.39644,0.111,4748.08,-99.23,-2.05
ATO J270.8555+02.8258,270.8555625149529,2.825923256862222,RRC,13.496,0.3197,3127.93,137.95,0.254919,0.47,4028.97,901.04,28.81
NSVS  15701455,145.31463467277,-13.814028831,RRAB/BL,13.498,0.2222,4500.45,403.06,0.467569,-0.023,5059.67,559.22,12.43
V* V361 UMa,208.85102980477,60.14585402451999,RRAB,13.498,0.2138,4677.27,293.15,0.58542,-0.205,5503.42,826.15,17.66
CRTS J211405.4-530749,318.5231118567984,-53.13024980226278,RRC,13.499,0.2934,3408.32,173.09,0.209314,0.63,3747.82,339.5,9.96
ATO J134.5088+22.6381,134.50881383965,22.63820100901,RRAB,13.5,0.1598,6257.82,994.67,0.5974383,-0.222,5550.52,-707.3,-11.3
CRTS J081429.1+001012,123.62156147302,0.17011792934,RRC,13.5,0.366,2732.24,131.39,0.372357,0.162,4650.92,1918.68,70.22
FBS 0259+444,45.612610544960006,44.64140527135001,C-H,13.5,0.2487,4020.91,286.17,122.0,-3.173,21604.49,17583.58,437.3
V* BN UMa,169.09542903303,41.23373859315,RRD,13.5,0.2292,4363.0,308.38,0.3996515,0.105,4775.61,412.61,9.46
V* UX Tri,26.39588724761,31.38044068898999,RRAB/BL,13.5,0.2646,3779.29,349.93,0.4669286,-0.021,5061.74,1282.45,33.93
ATO J265.8108-14.9679,265.81093654190994,-14.967896505050003,RRAB,13.5,0.2507,3988.83,377.09,0.709461,-0.361,5918.99,1930.16,48.39
IRAS F03242+3854,51.88078399015,39.08061576757999,C-N,13.5,0.188,5319.15,809.19,170.0,-3.461,24670.59,19351.44,363.81
C*  749,111.16301909676,-4.63171456684,C-J5,13.5,0.2315,4319.65,570.98,138.0,-3.28,22696.12,18376.47,425.42
ATO J260.5102-15.4166,260.51033127659,-15.416607965400004,RRAB,13.5,1.0894,917.94,17.95,0.5997216,-0.225,5558.44,4640.5,505.53
CRTS J225924.4-223208,344.85107590545994,-22.53510221096,RRAB,13.5,0.2969,3368.14,192.85,0.6047964,-0.232,5575.99,2207.85,65.55
ATO J315.1352-19.3303,315.13524131284,-19.33028920064,RRAB/BL,13.5,0.27,3703.7,334.71,0.4763175,-0.038,5099.57,1395.87,37.69
FBS 0800+368,120.97011003218,36.74532147467,C-N,13.5,0.1317,7593.01,818.68,61.88,-2.583,16467.21,8874.2,116.87
V* V1353 Cen,217.60559806087,-36.07647236044,RRAB,13.5,0.2991,3343.36,204.56,0.489976,-0.061,5153.77,1810.41,54.15
NIKC 2-76,55.02820075217001,58.485106165000005,C-N,13.5,0.2547,3926.19,425.45,107.9449671,-3.066,20572.21,16646.02,423.97
IRAS F06567+3510,105.00721720444,35.09889467903,C-N,13.5,0.1391,7189.07,2020.8,324.0,-4.021,31931.4,24742.33,344.17
V* V759 Cyg,300.11192805736,48.99378912024,RRAB/BL,13.5,0.4515,2214.84,64.26,0.3600548,0.19,4592.85,2378.01,107.37
OGLE GD-RRLYR-3459,213.22604420118,-66.03985023863,RRC,13.502,0.334,2994.01,125.5,0.3492,0.214,4544.75,1550.74,51.79
ASAS J180809-6527.4,272.03555095055,-65.45622745399,RRC,13.506,0.3209,3116.24,140.81,0.32735,0.267,4444.42,1328.18,42.62
CRTS J130310.4-220722,195.7931391473342,-22.123654007653613,RRC,13.506,0.2447,4086.64,258.86,0.344863,0.225,4531.89,445.25,10.9
ATO J265.7204+40.3046,265.72046532194,40.3046772491,RRAB,13.51,0.222,4504.5,215.08,0.6571222,-0.299,5778.29,1273.79,28.28
V* BD Lep,86.48636786338,-14.69174619536,RRAB,13.51,0.3246,3080.71,197.41,0.59937,-0.224,5582.88,2502.17,81.22
BPS CS 30314-0098,312.71265737574,-32.70675915881,RRC|EC,13.51,0.2669,3746.72,293.39,0.38771,0.129,4743.53,996.81,26.6
NSVS  17578792,47.8292692303,-28.89373630784001,RRAB,13.51,0.3772,2651.11,136.35,0.5535709,-0.16,5419.34,2768.23,104.42
ROTSE1 J165257.68+224733.2,253.24012054307,22.79206235184,RRC,13.51,0.1966,5086.47,367.38,0.4815,-0.046,5143.88,57.41,1.13
V* V1126 Her,256.67101948828,15.67566797445,RRAB/BL,13.51,0.2648,3776.44,226.76,0.5395245,-0.139,5367.5,1591.06,42.13
V* KW Cen,178.77968167091,-44.52613104276,RRAB,13.51,0.2642,3785.01,239.25,0.592581,-0.215,5559.14,1774.13,46.87
ATO J324.6550+12.3325,324.65508111855,12.332608122320002,RRAB,13.51,0.3175,3149.61,162.69,0.627148,-0.261,5678.27,2528.66,80.29
UCAC4 183-191749,258.85723466672994,-53.562316287,RRAB,13.51,0.2699,3705.08,226.51,0.70516,-0.356,5932.8,2227.72,60.13
CRTS J065756.6+342531,104.48614522798002,34.4253567445,RRC,13.51,0.4624,2162.63,86.06,0.3898719,0.125,4753.4,2590.77,119.8
ASAS J025239+1504.3,43.16312121336,15.07124027802,RRAB,13.51,0.215,4651.16,404.54,0.5921817,-0.214,5557.74,906.58,19.49
ATO J295.7114-10.9232,295.7114077077354,-10.9232290575325,RRAB,13.514,0.3165,3159.56,198.66,0.5036381,-0.083,5240.74,2081.18,65.87
CRTS J032208.9-345729,50.53749723680999,-34.95778085505,RRAB,13.52,0.2814,3553.66,151.54,0.61994,-0.252,5679.87,2126.21,59.83
V* KU Boo,217.62841907792,50.33953020359,RRAB,13.52,0.2574,3885.0,190.18,0.5706496,-0.184,5506.58,1621.58,41.74
V* TZ Cap,312.3918177465,-14.57863881975,RRAB,13.52,0.225,4444.44,414.81,0.541008,-0.141,5397.82,953.38,21.45
NSVS  13350458,218.66804795764,3.91105421443,RRAB,13.52,0.2818,3548.62,206.52,0.6856411,-0.334,5897.94,2349.32,66.2
V* V433 Cam,93.82555267146,67.33553016182,RRAB,13.52,0.348,2873.56,130.47,0.5177,-0.105,5309.64,2436.08,84.78
[DCD2013] CSS J074535.8+592021,116.39929382987334,59.33921556933833,RRAB,13.52,1.1721,853.17,10.92,0.5372517,-0.135,5383.77,4530.6,531.03
V* NY Aqr,317.25395804167,-14.4564628813,RRAB,13.52,0.2414,4142.5,360.37,0.6017202,-0.227,5616.86,1474.36,35.59
CRTS J214242.8-455029,325.67881472101,-45.84156528345,RRC,13.52,0.2331,4290.0,307.35,0.32132,0.282,4442.17,152.17,3.55
V* SW Crv,182.59938990648,-22.24337543695,RRAB,13.52,0.2362,4233.7,385.37,0.530944,-0.126,5360.04,1126.34,26.6
CRTS J191507.2-474907,288.78048852844,-47.818418441160006,RRC,13.52,0.1649,6064.28,706.09,0.341903,0.232,4546.53,-1517.75,-25.03
ASAS J194745-4539.7,296.93723822984,-45.66052791842,RRAB,13.524,0.1166,8576.33,1103.3,0.5963287,-0.22,5608.31,-2968.02,-34.61
CRTS J135658.5-364111,209.24403102801,-36.68609010832,RRAB,13.527,0.3129,3195.91,177.72,0.7037818,-0.355,5975.05,2779.14,86.96
ATO J081.8636-03.8601,81.86353441584,-3.86011682993,RRAB,13.53,0.3267,3060.91,161.15,0.5873914,-0.208,5592.15,2531.24,82.7
V* HO Her,254.33670435826,30.35761561616,RRAB/BL,13.53,0.32,3125.0,124.02,0.47269795,-0.031,5155.78,2030.78,64.98
ZTF J073308.55+480353.4,113.28566461933002,48.0649191617,RRAB,13.53,0.3009,3323.36,151.31,0.61971,-0.251,5705.3,2381.94,71.67
CRTS J195652.6-143203,299.21873888052,-14.53391865619,RRAB,13.53,0.3514,2845.76,175.73,0.506285,-0.087,5289.85,2444.09,85.89
V* BB Lib,230.30239314987003,-28.348801192589992,RRAB,13.53,0.2288,4370.63,517.68,0.497851,-0.074,5256.72,886.09,20.27
V* XZ CVn,207.42669669455,29.09460429308,RRC,13.53,0.2047,4885.2,386.62,0.3280825,0.265,4497.57,-387.63,-7.93
V* SS Ant,144.79566376325,-26.55227154089,RRAB,13.53,0.2072,4826.25,610.27,0.4837217,-0.05,5200.42,374.17,7.75
V* TZ Gru,334.33572981023,-50.57639489923,RRAB,13.53,0.2524,3961.97,273.13,0.7024748,-0.353,5979.16,2017.19,50.91
V* UZ Ant,166.33442068606,-38.94619748846,RRAB/BL,13.53,0.2331,4290.0,340.48,0.60032,-0.226,5637.87,1347.87,31.42
NSV 13080,306.52509111923,4.874866076340001,RRAB,13.53,0.2853,3505.08,251.85,0.45051,0.008,5063.9,1558.82,44.47
V* V486 Cam,114.66070761469,69.34675940273,RRAB,13.53,0.1958,5107.25,331.27,0.806352,-0.465,6295.64,1188.39,23.27
V* AB LMi,151.15165260056,31.88040471269,RRAB,13.53,0.2848,3511.24,229.32,0.5571949,-0.165,5482.85,1971.61,56.15
BPS CS 29527-0057,11.30636999928,-21.417643169940003,RRC,13.53,0.1904,5252.1,496.52,0.442261,0.023,5029.03,-223.07,-4.25
CRTS J142155.0-021432,215.47943315178,-2.242379085880001,EC|RRC,13.53,0.2373,4214.08,355.17,0.57414,-0.189,5544.63,1330.55,31.57
V* V371 Tel,276.53444898632995,-56.03573076102,RRAB,13.53,0.2438,4101.72,304.52,0.521208,-0.111,5347.64,1245.92,30.38
CRTS J190001.9-551546,285.0078882079,-55.2627862201,RRAB,13.53,0.2837,3524.85,303.16,0.4605454,-0.01,5105.8,1580.95,44.85
CRTS J014537.9-534145,26.40871038023,-53.69573271098,RRAB,13.53,0.2393,4178.85,200.82,0.60076,-0.226,5639.42,1460.57,34.95
ATO J269.9544+02.5883,269.9544065277471,2.588391828203611,RRC|EC,13.531,0.3747,2668.8,112.54,0.238744,0.523,3995.28,1326.48,49.7
ATO J108.4544+01.4875,108.45442128490586,1.487568026101389,RRAB,13.534,0.2931,3411.8,218.84,0.6444599,-0.283,5800.15,2388.35,70.0
CRTS J153432.2-312344,233.63423843430792,-31.3956076518825,RRC,13.535,0.3594,2782.42,150.97,0.281048,0.391,4254.45,1472.03,52.9
NSVS  11762921,334.5935873225796,22.136179449216943,RRAB/BL,13.54,0.2562,3903.2,272.71,0.5694728,-0.183,5553.25,1650.05,42.27
V* AR Aps,236.07739173108,-72.42169175803,RRAB,13.54,0.2218,4508.57,294.74,0.6107012,-0.239,5700.33,1191.76,26.43
V* V381 Lup,233.86643597283,-30.61507197418,RRAB/BL,13.54,0.2527,3957.26,355.48,0.578296,-0.195,5585.27,1628.01,41.14
CRTS J060131.4-123507,90.38115864819,-12.5854851025,RRD,13.54,0.2829,3534.82,227.41,0.3626565,0.184,4690.85,1156.03,32.7
CRTS J203615.9-462808,309.06693395755,-46.46844586479,RRAB,13.54,0.261,3831.42,215.79,0.4974868,-0.073,5279.54,1448.12,37.8
ATO J117.8195+30.2791,117.8194226481,30.27923237912,RRAB,13.54,0.2208,4528.99,328.19,0.595399,-0.219,5646.49,1117.5,24.67
ATO J336.3673+20.1529,336.36726734755,20.15297717968,RRAB,13.54,0.2186,4574.57,429.0,0.6426314,-0.281,5810.02,1235.45,27.01
BPS BS 16548-0060,249.07081758295,50.16034048246,RRC,13.54,0.3669,2725.54,110.69,0.3179,0.291,4465.36,1739.82,63.83
CRTS J203723.3-222702,309.34769301134,-22.450260863739995,MISC,13.54,0.2163,4623.21,333.44,0.834682,1.157,2996.46,-1626.75,-35.19
CRTS J173250.3-644439,263.21005890238,-64.74382439083,RRC,13.54,0.2376,4208.75,255.08,0.324297,0.275,4498.76,290.01,6.89
V* OR Com,199.97710665149,19.899113210690004,RRAB,13.54,0.1673,5977.29,643.1,0.601167,-0.227,5666.88,-310.41,-5.19
CRTS J071000.4+412829,107.50185427847,41.47487908488,RRC,13.54,0.4867,2054.65,92.88,0.27209,0.417,4212.91,2158.26,105.04
V* V347 Aps,224.90821769804,-72.76507068315,RRAB,13.54,0.2316,4317.79,227.45,0.489722,-0.06,5248.57,930.78,21.56
CRTS J210841.0-550906,317.1715449237,-55.15157910598,RRC,13.541,0.3118,3207.18,135.78,0.28025,0.393,4261.69,1054.51,32.88
ATO J110.2721+03.1651,110.27213111376707,3.165107000175,RRC,13.543,0.3418,2925.69,182.32,0.2403389,0.518,4027.43,1101.74,37.66
CRTS J232949.0-310251,352.4546783245346,-31.047289687081665,RRD,13.545,0.169,5917.16,679.25,0.3404161,0.235,4591.68,-1325.48,-22.4
OGLE BLG-RRLYR-41737,255.24546682098,-30.198143167689995,RRAB,13.547,0.6166,1621.8,57.6,0.3717,0.164,4749.55,3127.75,192.86
ATO J323.6039+18.2888,323.6039707474541,18.288863669452503,RRAB,13.548,0.2605,3838.77,257.88,0.748748,-0.405,6174.5,2335.73,60.85
CRTS J144836.1+090231,222.15071412022,9.04191566757,RRC|EC,13.55,0.1819,5497.53,634.68,0.324567,0.274,4520.93,-976.6,-17.76
V* V448 Her,250.66106766138,39.87923302222,RRAB,13.55,0.2513,3979.31,169.43,0.6535213,-0.295,5873.64,1894.33,47.6
ZTF J160346.96+574147.6,240.94580074546,57.69661800791,RRAB,13.55,0.2525,3960.4,196.06,0.5637404,-0.175,5557.81,1597.41,40.33
ASAS J204145-3241.4,310.43706981888,-32.68916797202001,RRAB,13.55,0.2974,3362.47,243.08,0.5601198,-0.169,5544.43,2181.96,64.89
NSVS  13489600,241.20503781413,-4.51800251992,RRAB/BL,13.55,0.3139,3185.73,230.38,0.59131414,-0.213,5657.96,2472.23,77.6
V* RV Pav,272.39131678884,-59.45623060689,RRAB,13.55,0.1944,5144.03,455.13,0.66203,-0.305,5902.12,758.09,14.74
V* DY And,359.67587943372,41.48871159676,RRAB/BL:,13.55,0.2037,4909.18,421.75,0.60323,-0.23,5700.34,791.16,16.12
